Time,Simulation_Step,Vehicle_Count,Queue_Length,Halting_Vehicles,Traffic_Density,Lane_Occupancy,Average_Speed,Maximum_Speed,Minimum_Speed,Average_Acceleration,Average_Waiting_Time,Maximum_Waiting_Time,Current_TLS_Phase,Remaining_Green_Time,North_Count,South_Count,East_Count,West_Count,Car_Count,Bus_Count,Truck_Count,Motorcycle_Count,Emergency_Vehicle_Count,Total_CO2_Emission,Total_Fuel_Consumption,Total_NOx_Emission,Total_PMx_Emission,Average_Travel_Time,Average_Delay,Intersection_Throughput,Congestion_Level,Recommended_Green_Time
137,137,21,7,7,56.66,0.28,2.95,14.69,0.0,0.01,11.71,43.0,2,40.0,8,1,0,0,21,0,0,0,0,44735.66,14502.68,15.41,1.47,10.0,23.53,1,2,50
138,138,19,6,6,51.27,0.25,2.09,6.16,0.0,0.2,8.84,43.0,2,39.0,8,0,0,0,19,0,0,0,0,38606.73,12515.68,12.02,0.85,11.0,26.44,2,2,50
139,139,20,5,5,53.96,0.28,2.32,7.58,0.0,0.24,4.45,42.0,2,38.0,6,2,0,0,20,0,0,0,0,43148.28,13988.06,13.92,1.13,0.0,25.9,0,2,50
140,140,20,5,5,53.96,0.27,2.85,9.26,0.0,0.53,0.55,4.0,2,37.0,6,2,0,0,20,0,0,0,0,50975.91,16525.59,15.88,1.59,0.0,26.68,0,1,35
141,141,21,5,5,56.66,0.31,3.3,10.88,0.0,0.57,0.76,5.0,2,36.0,6,3,0,0,21,0,0,0,0,58986.0,19122.41,19.74,2.18,0.0,26.13,0,1,35
142,142,20,6,6,53.96,0.26,2.77,10.41,0.0,0.37,1.1,6.0,2,35.0,4,1,0,0,20,0,0,0,0,50516.23,16376.67,16.75,1.72,57.5,23.03,2,1,35
143,143,21,7,7,56.66,0.29,3.38,12.97,0.0,0.46,1.38,7.0,2,34.0,5,2,0,0,21,0,0,0,0,54810.25,17768.81,19.2,2.13,0.0,22.66,0,1,35
144,144,21,9,9,56.66,0.28,3.49,12.92,0.0,0.46,1.81,8.0,2,33.0,4,1,0,0,21,0,0,0,0,57871.43,18761.22,20.35,2.29,56.0,21.0,1,2,50
145,145,21,10,10,56.66,0.27,3.92,14.44,0.0,0.43,2.29,9.0,2,32.0,4,1,0,0,21,0,0,0,0,57441.47,18621.85,20.42,2.54,0.0,21.71,0,2,50
146,146,21,12,12,56.66,0.29,3.72,13.32,0.0,0.23,2.86,10.0,2,31.0,4,1,0,0,21,0,0,0,0,47238.07,15314.07,17.26,1.83,56.0,20.05,1,2,50
147,147,21,12,12,56.66,0.27,4.08,14.03,0.0,0.5,3.43,11.0,2,30.0,4,1,0,0,21,0,0,0,0,59050.4,19143.42,20.73,2.77,62.0,18.23,1,2,50
148,148,21,12,12,56.66,0.28,3.98,14.4,0.0,0.28,4.0,12.0,2,29.0,4,1,0,0,21,0,0,0,0,50288.21,16302.86,18.26,2.23,56.0,16.53,1,2,50
149,149,21,12,12,56.66,0.28,4.02,13.82,0.0,0.16,4.57,13.0,2,28.0,4,1,0,0,21,0,0,0,0,42237.33,13692.89,15.45,1.82,61.0,14.73,1,2,50
150,150,20,12,12,53.96,0.26,3.82,13.04,0.0,0.28,5.4,14.0,2,27.0,3,1,0,0,20,0,0,0,0,43820.87,14206.24,15.72,1.7,55.0,13.7,1,2,50
151,151,22,12,12,59.36,0.29,4.43,13.57,0.0,0.15,5.45,15.0,2,26.0,5,1,0,0,22,0,0,0,0,43969.6,14254.5,16.02,2.28,0.0,13.09,0,2,50
152,152,21,12,12,56.66,0.28,4.05,12.18,0.0,0.06,6.29,16.0,2,25.0,4,1,0,0,21,0,0,0,0,39454.49,12790.76,14.34,1.72,8.0,14.3,1,2,50
153,153,22,12,12,59.36,0.28,4.32,12.61,0.0,0.17,6.55,17.0,2,24.0,5,1,0,0,22,0,0,0,0,50083.81,16236.64,18.08,2.76,63.0,11.93,1,2,50
154,154,21,12,12,56.66,0.29,4.06,12.54,0.0,0.13,7.43,18.0,2,23.0,3,1,0,0,21,0,0,0,0,43993.94,14262.35,15.86,1.81,7.0,13.19,1,2,50
155,155,21,12,12,56.66,0.27,4.23,13.63,0.0,0.19,8.0,19.0,2,22.0,4,1,0,0,21,0,0,0,0,44152.27,14313.68,15.89,1.94,62.0,11.41,1,2,50
156,156,22,12,12,59.36,0.31,4.62,14.97,0.0,0.27,8.18,20.0,2,21.0,4,3,0,0,22,0,0,0,0,53564.71,17365.08,19.37,2.85,0.0,11.53,0,2,50
157,157,21,12,12,56.66,0.28,4.21,12.41,0.0,0.14,9.14,21.0,2,20.0,4,2,0,0,21,0,0,0,0,43490.05,14099.04,15.98,2.22,11.0,12.49,2,2,50
158,158,21,12,12,56.66,0.3,4.05,13.18,0.0,0.12,9.71,22.0,2,19.0,5,2,0,0,21,0,0,0,0,45731.32,14825.65,17.08,2.49,7.0,13.09,1,2,50
159,159,20,12,12,53.96,0.26,3.86,13.95,0.0,0.24,10.8,23.0,2,18.0,4,1,0,0,20,0,0,0,0,47200.88,15301.97,16.6,1.97,12.0,14.01,2,2,50
160,160,19,12,12,51.27,0.26,3.5,12.96,0.0,0.17,12.0,24.0,2,17.0,4,1,0,0,19,0,0,0,0,43644.89,14149.18,15.46,1.65,7.0,15.44,1,2,50
161,161,21,12,12,56.66,0.29,4.12,11.93,0.0,0.11,11.43,25.0,2,16.0,4,2,0,0,21,0,0,0,0,42308.62,13716.01,15.35,1.82,0.0,14.61,0,2,50
162,162,21,12,12,56.66,0.29,4.56,13.63,0.0,0.44,12.0,26.0,2,15.0,3,3,0,0,21,0,0,0,0,60782.01,19704.78,21.83,2.89,0.0,15.27,0,2,50
163,163,21,12,12,56.66,0.28,4.21,13.3,0.0,-0.2,12.57,27.0,2,14.0,5,1,0,0,21,0,0,0,0,25052.03,8121.71,9.83,0.96,9.0,15.72,2,2,50
164,164,20,12,12,53.96,0.27,3.91,13.05,0.0,0.15,13.8,28.0,2,13.0,3,2,0,0,20,0,0,0,0,42630.14,13820.21,15.18,1.61,13.0,17.03,1,2,50
165,165,20,12,12,53.96,0.26,4.06,12.43,0.0,0.15,14.4,29.0,2,12.0,4,2,0,0,20,0,0,0,0,42422.61,13752.95,15.26,1.69,8.0,17.67,1,2,50
166,166,21,12,12,56.66,0.29,4.6,12.49,0.0,0.33,14.29,30.0,2,11.0,3,3,0,0,21,0,0,0,0,57056.79,18497.12,20.52,2.67,0.0,17.47,0,2,50
167,167,21,12,12,56.66,0.28,4.84,14.21,0.0,0.28,14.86,31.0,2,10.0,4,2,0,0,21,0,0,0,0,54699.33,17732.86,20.09,2.65,8.0,18.09,1,2,50
168,168,20,12,12,53.96,0.27,4.24,13.81,0.0,0.05,16.2,32.0,2,9.0,3,1,0,0,20,0,0,0,0,39412.24,12777.05,14.61,1.77,8.5,19.4,2,2,50
169,169,20,12,12,53.96,0.26,4.36,13.9,0.0,0.11,16.8,33.0,2,8.0,4,2,0,0,20,0,0,0,0,43325.1,14045.55,16.04,2.36,13.0,19.9,1,2,50
170,170,20,12,12,53.96,0.27,4.04,14.37,0.0,0.0,17.4,34.0,2,7.0,4,1,0,0,20,0,0,0,0,39574.45,12829.64,14.79,1.75,7.0,20.57,1,2,50
171,171,21,12,12,56.66,0.28,4.64,14.82,0.0,0.14,17.14,35.0,2,6.0,4,2,0,0,21,0,0,0,0,44208.69,14331.98,16.22,2.1,0.0,20.25,0,2,50
172,172,21,12,12,56.66,0.27,4.45,16.52,0.0,0.11,17.71,36.0,2,5.0,4,1,0,0,21,0,0,0,0,44235.5,14340.68,16.59,2.02,7.0,20.91,1,2,50
173,173,21,12,12,56.66,0.3,4.48,13.95,0.0,0.24,18.29,37.0,2,4.0,4,2,0,0,21,0,0,0,0,46919.55,15210.84,17.33,2.5,12.0,21.38,1,2,50
174,174,20,12,12,53.96,0.25,4.14,14.84,0.0,0.12,19.8,38.0,2,3.0,3,1,0,0,20,0,0,0,0,39206.01,12710.19,14.42,1.68,7.0,23.15,1,2,50
175,175,21,12,12,56.66,0.29,4.42,13.84,0.0,0.23,19.43,39.0,2,2.0,5,1,0,0,21,0,0,0,0,45369.44,14708.29,16.4,2.06,6.0,22.69,1,2,50
176,176,20,12,12,53.96,0.27,4.41,15.15,0.0,0.42,21.0,40.0,2,1.0,3,1,0,0,20,0,0,0,0,56601.04,18349.39,20.62,2.93,13.0,24.32,1,2,50
177,177,21,12,12,56.66,0.27,4.46,15.39,0.0,0.0,20.57,41.0,2,0.0,5,0,0,0,21,0,0,0,0,36205.14,11737.4,13.89,1.94,6.0,23.81,1,2,50
178,178,21,12,12,56.66,0.29,4.03,15.21,0.0,-0.14,21.14,42.0,3,0.0,5,1,0,0,21,0,0,0,0,43447.43,14085.2,16.05,2.11,12.0,24.32,1,2,50
179,179,22,12,12,59.36,0.3,3.69,15.82,0.0,-0.42,20.73,43.0,3,0.0,6,1,0,0,22,0,0,0,0,37374.55,12116.47,13.97,1.61,0.0,23.91,0,2,50
180,180,22,12,12,59.36,0.31,2.7,14.39,0.0,-0.42,21.27,44.0,3,0.0,7,1,0,0,22,0,0,0,0,35642.87,11555.07,14.12,1.22,12.0,24.51,1,2,50
181,181,22,11,11,59.36,0.31,2.1,15.29,0.0,-0.22,17.82,43.0,0,41.0,8,0,0,0,22,0,0,0,0,39630.08,12847.53,14.04,1.08,8.0,25.3,1,2,50
182,182,21,10,10,56.66,0.28,1.47,8.89,0.0,-0.0,15.1,43.0,0,40.0,8,0,0,0,21,0,0,0,0,36870.79,11952.99,12.25,0.68,12.0,27.19,1,2,50
183,183,22,9,9,59.36,0.29,1.91,11.0,0.0,0.47,11.0,41.0,0,39.0,9,0,0,0,22,0,0,0,0,52039.9,16870.57,16.86,1.23,0.0,26.75,0,2,50
184,184,23,8,8,62.06,0.32,2.21,12.03,0.0,0.35,7.35,41.0,0,38.0,10,1,0,0,23,0,0,0,0,52645.52,17067.0,17.67,1.48,0.0,26.38,0,2,50
185,185,23,6,6,62.06,0.31,2.8,12.24,0.0,0.59,4.13,41.0,0,37.0,10,1,0,0,23,0,0,0,0,58876.36,19086.93,19.42,1.95,0.0,27.16,0,1,35
186,186,23,6,6,62.06,0.33,3.36,11.98,0.0,0.55,0.87,6.0,0,36.0,10,2,0,0,23,0,0,0,0,58176.86,18860.03,19.22,1.88,0.0,27.92,0,1,35
187,187,21,7,7,56.66,0.28,3.32,12.91,0.0,0.7,1.29,7.0,0,35.0,10,1,0,0,21,0,0,0,0,61694.67,20000.5,20.05,2.11,37.0,28.65,2,1,35
188,188,21,8,8,56.66,0.29,4.09,15.31,0.0,0.78,1.67,8.0,0,34.0,10,1,0,0,21,0,0,0,0,71780.51,23270.14,23.98,2.76,0.0,29.36,0,2,50
189,189,20,9,9,53.96,0.28,3.59,13.03,0.0,0.38,2.2,9.0,0,33.0,10,1,0,0,20,0,0,0,0,50997.16,16532.63,17.51,2.06,58.0,26.48,2,2,50
190,190,20,9,9,53.96,0.27,4.11,13.85,0.0,0.51,2.65,10.0,0,32.0,10,1,0,0,20,0,0,0,0,53574.22,17368.06,18.22,2.12,0.0,27.18,0,2,50
191,191,21,10,10,56.66,0.29,4.77,14.08,0.0,0.49,3.0,11.0,0,31.0,10,2,0,0,21,0,0,0,0,61922.08,20074.33,21.74,2.84,0.0,26.53,0,2,50
192,192,20,10,10,53.96,0.28,4.46,14.29,0.0,0.4,3.65,12.0,0,30.0,10,1,0,0,20,0,0,0,0,51176.86,16590.86,17.73,1.88,59.0,23.49,2,2,50
193,193,20,10,10,53.96,0.27,4.63,13.85,0.0,0.27,4.15,13.0,0,29.0,10,2,0,0,20,0,0,0,0,42191.41,13677.95,14.77,1.76,58.0,21.69,1,2,50
194,194,20,10,10,53.96,0.29,5.19,14.67,0.0,0.56,4.65,14.0,0,28.0,10,2,0,0,20,0,0,0,0,62334.32,20207.94,21.92,2.97,0.0,22.34,0,1,35
195,195,20,10,10,53.96,0.26,5.14,14.9,0.0,0.32,5.15,15.0,0,27.0,10,1,0,0,20,0,0,0,0,53385.18,17306.85,19.38,3.13,59.0,17.79,2,1,35
196,196,20,10,10,53.96,0.28,5.32,15.27,0.0,0.18,5.65,16.0,0,26.0,10,2,0,0,20,0,0,0,0,45010.75,14592.0,16.54,2.75,0.0,18.42,0,1,35
197,197,19,10,10,51.27,0.26,4.66,14.18,0.0,-0.11,6.47,17.0,0,25.0,10,1,0,0,19,0,0,0,0,29494.54,9561.87,10.9,1.51,59.0,14.61,2,2,50
198,198,20,10,10,53.96,0.27,4.88,14.13,0.0,0.18,6.65,18.0,0,24.0,10,1,0,0,20,0,0,0,0,41059.52,13311.1,14.87,2.72,0.0,14.47,0,2,50
199,199,20,10,10,53.96,0.28,5.03,13.94,0.0,0.24,7.15,19.0,0,23.0,10,2,0,0,20,0,0,0,0,42786.99,13871.06,15.3,2.41,57.0,12.68,1,1,35
200,200,20,10,10,53.96,0.28,4.85,13.63,0.0,0.06,7.65,20.0,0,22.0,10,1,0,0,20,0,0,0,0,35884.03,11633.28,13.17,2.26,59.0,10.67,1,2,50
201,201,20,10,10,53.96,0.27,4.8,12.88,0.0,0.03,8.15,21.0,0,21.0,10,2,0,0,20,0,0,0,0,32966.06,10687.28,11.98,1.58,10.0,11.25,1,2,50
202,202,21,10,10,56.66,0.3,4.94,13.3,0.0,0.09,8.24,22.0,0,20.0,10,2,0,0,21,0,0,0,0,42629.72,13820.11,15.4,2.44,0.0,11.3,0,2,50
203,203,20,10,10,53.96,0.26,4.68,12.81,0.0,0.05,9.15,23.0,0,19.0,10,1,0,0,20,0,0,0,0,38823.14,12586.1,14.42,2.29,12.0,12.14,2,2,50
204,204,20,10,10,53.96,0.28,4.75,13.23,0.0,0.06,9.65,24.0,0,18.0,10,2,0,0,20,0,0,0,0,35182.11,11405.69,13.19,1.59,0.0,12.79,0,2,50
205,205,20,10,10,53.96,0.27,4.54,14.07,0.0,0.17,10.15,25.0,0,17.0,10,1,0,0,20,0,0,0,0,43930.49,14241.76,15.57,2.22,11.5,13.12,2,2,50
206,206,20,10,10,53.96,0.27,4.8,12.92,0.0,0.26,10.65,26.0,0,16.0,10,1,0,0,20,0,0,0,0,41392.64,13418.99,14.29,1.69,0.0,13.76,0,2,50
207,207,20,10,10,53.96,0.27,5.0,12.84,0.0,0.19,11.15,27.0,0,15.0,10,1,0,0,20,0,0,0,0,40231.79,13042.71,14.3,2.15,10.0,14.34,1,2,50
208,208,20,10,10,53.96,0.26,4.82,13.28,0.0,0.07,11.65,28.0,0,14.0,10,0,0,0,20,0,0,0,0,36588.59,11861.69,13.51,2.15,13.0,14.68,1,2,50
209,209,21,10,10,56.66,0.28,5.25,13.13,0.0,0.04,11.57,29.0,0,13.0,10,1,0,0,21,0,0,0,0,35370.01,11466.63,13.17,1.91,0.0,14.59,0,2,50
210,210,21,10,10,56.66,0.29,5.0,13.85,0.0,-0.01,12.05,30.0,0,12.0,10,1,0,0,21,0,0,0,0,37248.22,12075.53,13.8,2.26,11.0,15.15,1,2,50
211,211,21,10,10,56.66,0.28,5.17,13.34,0.0,0.08,12.52,31.0,0,11.0,10,2,0,0,21,0,0,0,0,38900.09,12611.01,14.07,2.26,10.0,15.64,1,2,50
212,212,20,10,10,53.96,0.28,5.0,14.85,0.0,0.09,13.65,32.0,0,10.0,10,1,0,0,20,0,0,0,0,47172.45,15292.75,17.16,2.56,12.0,16.76,1,2,50
213,213,21,10,10,56.66,0.27,5.11,14.06,0.0,0.07,13.48,33.0,0,9.0,10,1,0,0,21,0,0,0,0,39212.16,12712.17,14.16,2.02,10.0,16.48,1,2,50
214,214,20,10,10,53.96,0.28,4.86,13.16,0.0,-0.05,14.65,34.0,0,8.0,10,2,0,0,20,0,0,0,0,36373.01,11791.75,13.1,1.68,16.0,17.8,1,2,50
215,215,20,10,10,53.96,0.27,4.52,13.17,0.0,-0.05,15.15,35.0,0,7.0,10,1,0,0,20,0,0,0,0,36137.34,11715.37,13.27,1.83,11.5,18.1,2,2,50
216,216,20,10,10,53.96,0.27,4.8,14.63,0.0,0.28,15.65,36.0,0,6.0,10,1,0,0,20,0,0,0,0,47273.67,15325.58,17.22,2.33,0.0,18.74,0,2,50
217,217,20,10,10,53.96,0.28,5.01,14.47,0.0,0.11,16.15,37.0,0,5.0,10,2,0,0,20,0,0,0,0,40820.84,13233.69,15.14,2.21,10.0,19.38,1,2,50
218,218,20,10,10,53.96,0.27,4.8,14.94,0.0,0.04,16.65,38.0,0,4.0,10,1,0,0,20,0,0,0,0,37469.26,12147.14,13.49,1.96,13.0,19.76,1,2,50
219,219,20,10,10,53.96,0.27,5.01,14.02,0.0,0.14,17.15,39.0,0,3.0,10,2,0,0,20,0,0,0,0,40671.06,13185.14,14.56,2.42,10.0,20.39,1,2,50
220,220,20,10,10,53.96,0.28,5.32,15.43,0.0,0.31,17.65,40.0,0,2.0,10,2,0,0,20,0,0,0,0,53923.69,17481.39,19.63,2.98,0.0,21.01,0,2,50
221,221,20,10,10,53.96,0.27,5.08,14.9,0.0,0.08,18.15,41.0,0,1.0,10,1,0,0,20,0,0,0,0,37078.7,12020.55,13.48,2.29,11.5,21.28,2,2,50
222,222,20,10,10,53.96,0.27,5.18,14.99,0.0,0.1,18.65,42.0,0,0.0,10,2,0,0,20,0,0,0,0,37067.56,12016.91,13.41,1.8,0.0,21.93,0,2,50
223,223,20,10,10,53.96,0.29,4.65,14.7,0.0,-0.11,19.15,43.0,1,0.0,10,1,0,0,20,0,0,0,0,35924.39,11646.34,13.06,1.97,11.5,22.21,2,2,50
224,224,19,10,10,51.27,0.28,3.94,14.63,0.0,-0.23,20.68,44.0,1,0.0,10,1,0,0,19,0,0,0,0,38517.93,12487.13,14.54,1.53,9.0,24.05,1,2,50
225,225,20,11,11,53.96,0.29,3.2,15.32,0.0,-0.5,20.2,45.0,1,0.0,10,0,0,0,20,0,0,0,0,34356.67,11138.13,13.92,1.5,12.0,23.32,1,2,50
226,226,19,9,9,51.27,0.27,2.15,14.61,0.0,-0.41,17.05,44.0,2,41.0,8,0,0,0,19,0,0,0,0,27224.54,8825.89,10.19,0.44,9.0,25.36,1,2,50
227,227,20,8,8,53.96,0.27,2.24,15.28,0.0,0.0,12.25,42.0,2,40.0,8,0,0,0,20,0,0,0,0,39586.22,12833.34,13.63,1.25,0.0,24.89,0,2,50
228,228,19,7,7,51.27,0.25,1.71,5.92,0.0,0.15,8.84,42.0,2,39.0,8,0,0,0,19,0,0,0,0,37118.89,12033.36,11.68,0.73,9.0,27.07,1,2,50
229,229,21,6,6,56.66,0.29,1.96,7.31,0.0,0.31,4.33,41.0,2,38.0,7,1,0,0,21,0,0,0,0,45585.7,14778.24,14.87,1.15,0.0,25.25,0,2,50
230,230,21,5,5,56.66,0.28,2.4,9.03,0.0,0.44,0.76,6.0,2,37.0,6,1,0,0,21,0,0,0,0,50782.42,16462.93,16.4,1.42,0.0,26.06,0,2,50
231,231,21,7,7,56.66,0.28,2.91,10.82,0.0,0.52,1.1,7.0,2,36.0,6,1,0,0,21,0,0,0,0,53409.88,17314.66,17.11,1.67,0.0,26.86,0,1,35
232,232,22,8,8,59.36,0.3,3.33,12.19,0.0,0.54,1.41,8.0,2,35.0,4,2,0,0,22,0,0,0,0,60798.97,19710.19,20.24,2.2,0.0,26.35,0,2,50
233,233,23,9,9,62.06,0.3,3.52,14.21,0.0,0.43,1.74,9.0,2,34.0,6,1,0,0,23,0,0,0,0,61961.58,20087.24,22.19,2.64,58.0,23.63,1,2,50
234,234,21,10,10,56.66,0.29,3.03,11.61,0.0,0.44,2.38,10.0,2,33.0,4,1,0,0,21,0,0,0,0,52318.59,16961.07,18.23,1.89,58.0,21.75,2,2,50
235,235,21,11,11,56.66,0.27,3.49,12.42,0.0,0.46,2.9,11.0,2,32.0,4,1,0,0,21,0,0,0,0,54438.05,17648.16,18.87,2.16,0.0,22.48,0,2,50
236,236,23,11,11,62.06,0.32,4.39,13.84,0.0,0.55,3.13,12.0,2,31.0,5,2,0,0,23,0,0,0,0,66584.29,21585.79,23.14,2.93,0.0,21.17,0,2,50
237,237,21,12,12,56.66,0.27,3.96,11.98,0.0,0.39,4.0,13.0,2,30.0,4,1,0,0,21,0,0,0,0,53487.37,17339.99,18.9,2.44,59.5,18.99,2,2,50
238,238,23,12,12,62.06,0.31,4.58,13.61,0.0,0.28,4.17,14.0,2,29.0,5,2,0,0,23,0,0,0,0,58013.29,18807.27,21.21,3.15,0.0,17.98,0,2,50
239,239,22,12,12,59.36,0.29,4.32,13.94,0.0,0.09,4.91,15.0,2,28.0,4,2,0,0,22,0,0,0,0,46169.4,14967.61,16.93,2.0,59.0,17.13,1,2,50
240,240,21,12,12,56.66,0.27,4.01,12.39,0.0,0.15,5.71,16.0,2,27.0,4,1,0,0,21,0,0,0,0,43196.78,14003.96,15.65,2.02,59.0,13.73,2,2,50
241,241,22,12,12,59.36,0.3,4.36,14.25,0.0,0.24,6.0,17.0,2,26.0,5,2,0,0,22,0,0,0,0,52365.31,16976.25,19.17,2.74,0.0,13.77,0,2,50
242,242,21,12,12,56.66,0.27,4.2,13.92,0.0,0.33,6.86,18.0,2,25.0,4,1,0,0,21,0,0,0,0,52513.44,17024.24,18.74,2.53,35.0,12.53,2,2,50
243,243,22,12,12,59.36,0.3,4.45,14.89,0.0,0.16,7.09,19.0,2,24.0,5,2,0,0,22,0,0,0,0,48487.8,15719.2,17.88,2.45,0.0,12.62,0,2,50
244,244,21,12,12,56.66,0.28,4.01,13.37,0.0,0.23,8.0,20.0,2,23.0,4,1,0,0,21,0,0,0,0,46142.45,14958.89,16.64,2.12,34.0,11.34,2,2,50
245,245,20,12,12,53.96,0.27,3.67,12.07,0.0,0.13,9.0,21.0,2,22.0,4,1,0,0,20,0,0,0,0,40353.61,13082.27,15.05,2.06,7.0,12.56,1,2,50
246,246,22,12,12,59.36,0.29,4.3,13.12,0.0,0.17,8.73,22.0,2,21.0,5,1,0,0,22,0,0,0,0,45120.58,14627.68,16.76,2.77,0.0,12.07,0,2,50
247,247,21,12,12,56.66,0.29,4.09,13.14,0.0,0.21,9.71,23.0,2,20.0,4,2,0,0,21,0,0,0,0,44125.73,14305.1,15.96,2.0,14.0,13.1,1,2,50
248,248,22,12,12,59.36,0.29,4.26,15.05,0.0,0.03,9.82,24.0,2,19.0,5,1,0,0,22,0,0,0,0,41964.22,13604.39,15.8,2.05,8.0,13.15,1,2,50
249,249,21,12,12,56.66,0.29,4.09,12.11,0.0,0.34,10.86,25.0,2,18.0,4,2,0,0,21,0,0,0,0,51390.91,16660.34,18.4,2.26,13.0,14.23,1,2,50
250,250,21,12,12,56.66,0.27,4.2,13.2,0.0,0.14,11.43,26.0,2,17.0,4,1,0,0,21,0,0,0,0,40491.45,13126.91,14.83,1.71,8.0,14.83,1,2,50
251,251,22,12,12,59.36,0.31,4.35,13.56,0.0,0.03,11.45,27.0,2,16.0,3,2,0,0,22,0,0,0,0,38421.36,12455.88,14.55,2.16,0.0,14.79,0,2,50
252,252,21,12,12,56.66,0.27,4.07,13.53,0.0,0.13,12.57,28.0,2,15.0,4,1,0,0,21,0,0,0,0,42757.69,13861.59,15.55,1.84,11.0,15.91,2,2,50
253,253,22,12,12,59.36,0.31,4.55,13.92,0.0,0.34,12.55,29.0,2,14.0,5,2,0,0,22,0,0,0,0,58770.66,19052.77,21.39,3.11,0.0,15.84,0,2,50
254,254,21,12,12,56.66,0.27,4.13,13.07,0.0,0.1,13.71,30.0,2,13.0,4,1,0,0,21,0,0,0,0,43969.88,14254.56,16.17,2.07,10.5,16.98,2,2,50
255,255,21,12,12,56.66,0.28,3.95,14.6,0.0,0.15,14.29,31.0,2,12.0,4,1,0,0,21,0,0,0,0,44713.18,14495.52,16.35,1.94,7.0,17.59,1,2,50
256,256,21,12,12,56.66,0.28,3.91,12.3,0.0,0.07,14.86,32.0,2,11.0,5,1,0,0,21,0,0,0,0,37641.81,12203.11,13.8,1.7,13.0,18.07,1,2,50
257,257,21,12,12,56.66,0.29,3.98,13.34,0.0,0.07,15.43,33.0,2,10.0,3,2,0,0,21,0,0,0,0,38003.98,12320.5,14.07,1.54,0.0,18.75,0,2,50
258,258,22,12,12,59.36,0.28,3.88,12.4,0.0,-0.15,15.27,34.0,2,9.0,5,1,0,0,22,0,0,0,0,32234.97,10450.32,12.31,1.27,8.0,18.54,1,2,50
259,259,21,12,12,56.66,0.3,3.82,13.24,0.0,0.34,16.57,35.0,2,8.0,4,2,0,0,21,0,0,0,0,51434.67,16674.49,18.24,2.16,13.0,19.97,1,2,50
260,260,21,12,12,56.66,0.27,3.95,13.59,0.0,0.19,17.14,36.0,2,7.0,4,1,0,0,21,0,0,0,0,44410.04,14397.27,16.23,2.09,8.0,20.59,1,2,50
261,261,21,12,12,56.66,0.28,3.65,12.95,0.0,0.14,17.71,37.0,2,6.0,4,1,0,0,21,0,0,0,0,42508.39,13780.81,15.65,2.17,7.0,21.24,1,2,50
262,262,21,12,12,56.66,0.28,4.09,12.78,0.0,0.39,18.29,38.0,2,5.0,4,1,0,0,21,0,0,0,0,51269.95,16621.12,18.02,2.31,14.0,21.73,1,2,50
263,263,20,12,12,53.96,0.25,4.1,13.89,0.0,0.45,19.8,39.0,2,4.0,3,1,0,0,20,0,0,0,0,55253.96,17912.68,19.76,2.68,7.0,23.48,1,2,50
264,264,22,12,12,59.36,0.3,4.76,15.0,0.0,0.11,18.55,40.0,2,3.0,5,2,0,0,22,0,0,0,0,43379.03,14063.07,16.23,2.8,0.0,21.98,0,2,50
265,265,21,12,12,56.66,0.26,4.32,13.97,0.0,0.05,20.0,41.0,2,2.0,3,1,0,0,21,0,0,0,0,36089.16,11699.76,13.24,1.68,7.0,23.66,1,2,50
266,266,22,12,12,59.36,0.3,4.56,14.64,0.0,0.05,19.64,42.0,2,1.0,5,2,0,0,22,0,0,0,0,39405.52,12774.91,14.71,2.3,15.0,23.07,1,2,50
267,267,20,12,12,53.96,0.27,3.93,15.32,0.0,0.22,22.2,43.0,2,0.0,3,1,0,0,20,0,0,0,0,44429.57,14403.58,16.32,1.98,10.5,25.76,2,2,50
268,268,20,12,12,53.96,0.25,3.87,13.45,0.0,0.17,22.8,44.0,3,0.0,4,1,0,0,20,0,0,0,0,46097.71,14944.37,16.9,2.0,6.0,26.42,1,2,50
269,269,22,12,12,59.36,0.31,3.94,14.33,0.0,-0.2,21.27,45.0,3,0.0,6,1,0,0,22,0,0,0,0,41958.59,13602.56,15.73,2.08,0.0,24.7,0,2,50
270,270,21,12,12,56.66,0.3,3.08,13.88,0.0,-0.36,22.86,46.0,3,0.0,6,1,0,0,21,0,0,0,0,33959.42,11009.29,12.37,0.92,15.0,26.39,1,2,50
271,271,22,10,10,59.36,0.31,2.26,13.77,0.0,-0.37,18.27,45.0,0,41.0,8,0,0,0,22,0,0,0,0,32768.85,10623.35,11.98,0.96,7.0,25.94,1,2,50
272,272,21,9,9,56.66,0.28,1.87,10.96,0.0,0.16,15.43,45.0,0,40.0,8,0,0,0,21,0,0,0,0,45054.81,14606.1,14.63,1.0,14.0,27.78,1,2,50
273,273,21,8,8,56.66,0.27,1.99,12.55,0.0,0.12,11.67,43.0,0,39.0,8,1,0,0,21,0,0,0,0,43547.18,14117.36,14.29,1.07,0.0,28.64,0,2,50
274,274,23,6,6,62.06,0.32,2.19,13.18,0.0,0.33,7.26,43.0,0,38.0,10,1,0,0,23,0,0,0,0,50879.44,16494.41,16.78,1.47,0.0,26.89,0,2,50
275,275,22,6,6,59.36,0.3,2.24,9.34,0.0,0.55,4.09,42.0,0,37.0,10,1,0,0,22,0,0,0,0,50447.75,16354.41,16.38,1.45,14.0,28.72,1,2,50
